Date,Month,Region,State,Salesperson,Customer,Product,Category,Units,Unit Price,Sales,Cost,Profit,Channel,Target,Returned
9/25/2025,September,West,Maharashtra,Priya,Cust139,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
9/25/2025,September,South,Tamil Nadu,Rahul,Cust994,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
9/25/2025,September,North,Delhi,Vijay,Cust323,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
9/26/2025,September,North,Delhi,Arun,Cust242,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
9/26/2025,September,South,Karnataka,Vijay,Cust536,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Online,66000.00,No
9/26/2025,September,South,Tamil Nadu,Priya,Cust121,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
9/27/2025,September,North,Delhi,Priya,Cust491,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
9/27/2025,September,West,Maharashtra,Neha,Cust457,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
9/27/2025,September,South,Karnataka,Priya,Cust909,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
9/28/2025,September,East,West Bengal,Vijay,Cust772,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
9/28/2025,September,West,Maharashtra,Karan,Cust274,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Distributor,165000.00,No
9/28/2025,September,North,Delhi,Rahul,Cust638,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Online,132000.00,No
9/29/2025,September,South,Tamil Nadu,Priya,Cust974,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Retail,82500.00,No
9/29/2025,September,East,West Bengal,Asha,Cust875,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
9/29/2025,September,East,West Bengal,Asha,Cust465,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,Yes
9/30/2025,September,East,West Bengal,Karan,Cust792,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
9/30/2025,September,South,Tamil Nadu,Vijay,Cust453,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
9/30/2025,September,West,Maharashtra,Arun,Cust285,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
10/1/2025,October,North,Delhi,Priya,Cust252,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Distributor,357500.00,No
10/1/2025,October,North,Delhi,Asha,Cust241,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Retail,715000.00,No
10/1/2025,October,West,Maharashtra,Arun,Cust996,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Online,429000.00,No
10/2/2025,October,South,Karnataka,Vijay,Cust749,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Retail,178200.00,No
10/2/2025,October,West,Maharashtra,Asha,Cust925,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Retail,19800.00,No
10/2/2025,October,West,Maharashtra,Meera,Cust660,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
10/3/2025,October,South,Karnataka,Rahul,Cust480,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
10/3/2025,October,South,Tamil Nadu,Asha,Cust244,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
10/3/2025,October,South,Karnataka,Arun,Cust902,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
10/4/2025,October,South,Tamil Nadu,Priya,Cust784,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Online,99000.00,No
10/4/2025,October,West,Maharashtra,Asha,Cust193,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Retail,214500.00,No
10/4/2025,October,South,Tamil Nadu,Meera,Cust956,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Online,79200.00,No
10/5/2025,October,North,Delhi,Karan,Cust558,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
10/5/2025,October,West,Maharashtra,Rahul,Cust219,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
10/5/2025,October,South,Tamil Nadu,Priya,Cust268,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Online,132000.00,Yes
10/6/2025,October,South,Karnataka,Asha,Cust897,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
10/6/2025,October,East,West Bengal,Rahul,Cust388,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Distributor,132000.00,No
10/6/2025,October,North,Delhi,Arun,Cust344,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
10/7/2025,October,South,Tamil Nadu,Asha,Cust638,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Distributor,786500.00,No
10/7/2025,October,West,Maharashtra,Karan,Cust144,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,Yes
10/7/2025,October,South,Tamil Nadu,Vijay,Cust804,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
10/8/2025,October,North,Delhi,Rahul,Cust683,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Online,69300.00,No
10/8/2025,October,West,Maharashtra,Karan,Cust999,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Online,165000.00,No
10/8/2025,October,West,Maharashtra,Rahul,Cust923,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Retail,572000.00,No
10/9/2025,October,East,West Bengal,Rahul,Cust108,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Distributor,39600.00,No
10/9/2025,October,North,Delhi,Rahul,Cust316,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
10/9/2025,October,North,Delhi,Karan,Cust544,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Retail,77000.00,No
10/10/2025,October,North,Delhi,Arun,Cust768,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
10/10/2025,October,North,Delhi,Asha,Cust763,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Online,66000.00,No
10/10/2025,October,East,West Bengal,Priya,Cust876,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Distributor,105600.00,No
10/11/2025,October,East,West Bengal,Arun,Cust991,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Retail,715000.00,No
10/11/2025,October,North,Delhi,Priya,Cust967,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
10/11/2025,October,East,West Bengal,Neha,Cust665,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
10/12/2025,October,West,Maharashtra,Asha,Cust867,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Retail,82500.00,No
10/12/2025,October,West,Maharashtra,Arun,Cust970,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Online,84700.00,No
10/12/2025,October,East,West Bengal,Meera,Cust435,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
10/13/2025,October,South,Tamil Nadu,Karan,Cust152,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Online,357500.00,No
10/13/2025,October,South,Tamil Nadu,Priya,Cust598,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
10/13/2025,October,East,West Bengal,Meera,Cust595,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
10/14/2025,October,West,Maharashtra,Rahul,Cust696,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
10/14/2025,October,East,West Bengal,Asha,Cust407,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,No
10/14/2025,October,West,Maharashtra,Rahul,Cust769,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Distributor,39600.00,No
10/15/2025,October,North,Delhi,Karan,Cust601,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
10/15/2025,October,South,Tamil Nadu,Meera,Cust293,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
10/15/2025,October,South,Karnataka,Arun,Cust931,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Retail,198000.00,No
10/16/2025,October,North,Delhi,Arun,Cust575,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Retail,237600.00,No
10/16/2025,October,North,Delhi,Asha,Cust287,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Distributor,99000.00,No
10/16/2025,October,West,Maharashtra,Neha,Cust528,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,No
10/17/2025,October,West,Maharashtra,Neha,Cust966,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
10/17/2025,October,South,Karnataka,Asha,Cust813,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
10/17/2025,October,East,West Bengal,Neha,Cust751,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Online,132000.00,Yes
10/18/2025,October,West,Maharashtra,Rahul,Cust300,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Retail,118800.00,No
10/18/2025,October,East,West Bengal,Karan,Cust514,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Retail,66000.00,No
10/18/2025,October,South,Tamil Nadu,Asha,Cust781,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
10/19/2025,October,West,Maharashtra,Arun,Cust660,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
10/19/2025,October,South,Tamil Nadu,Priya,Cust651,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Retail,23100.00,No
10/19/2025,October,South,Karnataka,Arun,Cust316,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
10/20/2025,October,South,Karnataka,Karan,Cust550,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Retail,181500.00,No
10/20/2025,October,North,Delhi,Priya,Cust763,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,Yes
10/20/2025,October,South,Karnataka,Vijay,Cust785,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
10/21/2025,October,East,West Bengal,Karan,Cust907,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,No
10/21/2025,October,West,Maharashtra,Arun,Cust190,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Retail,115500.00,No
10/21/2025,October,South,Karnataka,Arun,Cust631,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Online,572000.00,No
10/22/2025,October,South,Karnataka,Asha,Cust840,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Retail,858000.00,No
10/22/2025,October,South,Tamil Nadu,Rahul,Cust192,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Retail,92400.00,No
10/22/2025,October,East,West Bengal,Asha,Cust299,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
10/23/2025,October,South,Tamil Nadu,Vijay,Cust761,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
10/23/2025,October,North,Delhi,Meera,Cust949,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Retail,69300.00,No
10/23/2025,October,South,Karnataka,Karan,Cust701,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
10/24/2025,October,West,Maharashtra,Meera,Cust564,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Retail,178200.00,No
10/24/2025,October,East,West Bengal,Priya,Cust718,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
10/24/2025,October,West,Maharashtra,Rahul,Cust634,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
10/25/2025,October,East,West Bengal,Neha,Cust241,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
10/25/2025,October,South,Tamil Nadu,Karan,Cust314,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Retail,105600.00,No
10/25/2025,October,South,Karnataka,Meera,Cust415,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Distributor,19800.00,No
10/26/2025,October,South,Tamil Nadu,Arun,Cust553,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
10/26/2025,October,West,Maharashtra,Priya,Cust509,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
10/26/2025,October,South,Tamil Nadu,Vijay,Cust249,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Retail,39600.00,No
10/27/2025,October,East,West Bengal,Asha,Cust502,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
10/27/2025,October,North,Delhi,Neha,Cust401,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
10/27/2025,October,South,Tamil Nadu,Arun,Cust635,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Distributor,286000.00,No
10/28/2025,October,North,Delhi,Karan,Cust402,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
10/28/2025,October,South,Tamil Nadu,Karan,Cust353,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
10/28/2025,October,North,Delhi,Meera,Cust435,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Retail,13200.00,No
10/29/2025,October,East,West Bengal,Arun,Cust341,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Retail,181500.00,Yes
10/29/2025,October,West,Maharashtra,Karan,Cust171,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
10/29/2025,October,West,Maharashtra,Meera,Cust276,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Online,181500.00,No
10/30/2025,October,North,Delhi,Meera,Cust798,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Retail,572000.00,No
10/30/2025,October,South,Karnataka,Arun,Cust702,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Online,66000.00,Yes
10/30/2025,October,East,West Bengal,Rahul,Cust500,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Online,39600.00,No
10/31/2025,October,North,Delhi,Priya,Cust594,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Retail,77000.00,No
10/31/2025,October,North,Delhi,Arun,Cust660,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Retail,92400.00,No
10/31/2025,October,North,Delhi,Arun,Cust855,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
11/1/2025,November,South,Karnataka,Karan,Cust328,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
11/1/2025,November,South,Karnataka,Rahul,Cust301,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Retail,84700.00,No
11/1/2025,November,West,Maharashtra,Vijay,Cust497,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
11/2/2025,November,South,Tamil Nadu,Priya,Cust797,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
11/2/2025,November,West,Maharashtra,Asha,Cust730,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Retail,19800.00,No
11/2/2025,November,South,Karnataka,Arun,Cust224,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Distributor,79200.00,No
11/3/2025,November,East,West Bengal,Neha,Cust970,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
11/3/2025,November,South,Tamil Nadu,Priya,Cust917,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
11/3/2025,November,South,Karnataka,Rahul,Cust424,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Distributor,132000.00,No
11/4/2025,November,West,Maharashtra,Rahul,Cust315,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,No
11/4/2025,November,West,Maharashtra,Rahul,Cust663,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
11/4/2025,November,South,Karnataka,Vijay,Cust830,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
11/5/2025,November,North,Delhi,Asha,Cust377,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Distributor,99000.00,No
11/5/2025,November,South,Tamil Nadu,Arun,Cust448,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
11/5/2025,November,South,Tamil Nadu,Priya,Cust566,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
11/6/2025,November,South,Karnataka,Asha,Cust924,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
11/6/2025,November,South,Karnataka,Neha,Cust849,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Retail,132000.00,No
11/6/2025,November,South,Tamil Nadu,Priya,Cust888,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Distributor,53900.00,No
11/7/2025,November,East,West Bengal,Neha,Cust486,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Online,69300.00,No
11/7/2025,November,West,Maharashtra,Priya,Cust185,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
11/7/2025,November,North,Delhi,Vijay,Cust427,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Online,132000.00,No
11/8/2025,November,West,Maharashtra,Meera,Cust654,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
11/8/2025,November,East,West Bengal,Vijay,Cust792,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
11/8/2025,November,North,Delhi,Asha,Cust426,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
11/9/2025,November,South,Tamil Nadu,Rahul,Cust984,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
11/9/2025,November,West,Maharashtra,Neha,Cust517,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Distributor,59400.00,No
11/9/2025,November,East,West Bengal,Rahul,Cust576,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
11/10/2025,November,North,Delhi,Rahul,Cust290,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
11/10/2025,November,South,Tamil Nadu,Meera,Cust545,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
11/10/2025,November,North,Delhi,Neha,Cust759,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Online,357500.00,No
11/11/2025,November,South,Karnataka,Vijay,Cust138,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Distributor,15400.00,No
11/11/2025,November,South,Tamil Nadu,Priya,Cust986,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
11/11/2025,November,North,Delhi,Arun,Cust562,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
11/12/2025,November,South,Karnataka,Meera,Cust270,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
11/12/2025,November,North,Delhi,Arun,Cust356,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
11/12/2025,November,South,Karnataka,Arun,Cust676,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
11/13/2025,November,South,Tamil Nadu,Neha,Cust556,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Online,165000.00,No
11/13/2025,November,West,Maharashtra,Asha,Cust884,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
11/13/2025,November,North,Delhi,Arun,Cust425,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
11/14/2025,November,South,Tamil Nadu,Rahul,Cust310,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
11/14/2025,November,South,Tamil Nadu,Karan,Cust395,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
11/14/2025,November,East,West Bengal,Priya,Cust406,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
11/15/2025,November,East,West Bengal,Rahul,Cust353,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Retail,148500.00,No
11/15/2025,November,South,Karnataka,Karan,Cust238,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
11/15/2025,November,East,West Bengal,Karan,Cust460,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Online,181500.00,No
11/16/2025,November,East,West Bengal,Rahul,Cust221,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
11/16/2025,November,West,Maharashtra,Rahul,Cust839,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Online,92400.00,No
11/16/2025,November,North,Delhi,Rahul,Cust888,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
11/17/2025,November,South,Karnataka,Karan,Cust238,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Online,66000.00,No
11/17/2025,November,North,Delhi,Priya,Cust252,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Retail,38500.00,No
11/17/2025,November,North,Delhi,Meera,Cust597,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
11/18/2025,November,West,Maharashtra,Priya,Cust320,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
11/18/2025,November,South,Tamil Nadu,Asha,Cust516,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
11/18/2025,November,South,Karnataka,Karan,Cust490,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,No
11/19/2025,November,South,Tamil Nadu,Rahul,Cust527,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
11/19/2025,November,West,Maharashtra,Arun,Cust102,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
11/19/2025,November,West,Maharashtra,Rahul,Cust733,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Retail,39600.00,No
11/20/2025,November,East,West Bengal,Asha,Cust520,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
11/20/2025,November,North,Delhi,Vijay,Cust673,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Online,158400.00,No
11/20/2025,November,South,Karnataka,Meera,Cust621,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
11/21/2025,November,South,Karnataka,Arun,Cust623,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Retail,26400.00,No
11/21/2025,November,East,West Bengal,Rahul,Cust746,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Distributor,198000.00,No
11/21/2025,November,South,Karnataka,Arun,Cust897,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Online,214500.00,No
11/22/2025,November,East,West Bengal,Vijay,Cust478,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Retail,145200.00,No
11/22/2025,November,South,Karnataka,Arun,Cust984,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
11/22/2025,November,West,Maharashtra,Karan,Cust987,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
11/23/2025,November,North,Delhi,Vijay,Cust228,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Retail,23100.00,No
11/23/2025,November,East,West Bengal,Meera,Cust372,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Online,92400.00,Yes
11/23/2025,November,South,Karnataka,Arun,Cust562,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
11/24/2025,November,South,Tamil Nadu,Asha,Cust768,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
11/24/2025,November,South,Tamil Nadu,Priya,Cust116,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
11/24/2025,November,South,Tamil Nadu,Rahul,Cust907,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Distributor,105600.00,No
11/25/2025,November,South,Tamil Nadu,Rahul,Cust692,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Retail,52800.00,No
11/25/2025,November,East,West Bengal,Karan,Cust921,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
11/25/2025,November,West,Maharashtra,Meera,Cust125,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
11/26/2025,November,South,Tamil Nadu,Neha,Cust713,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Online,115500.00,No
11/26/2025,November,North,Delhi,Vijay,Cust792,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Retail,148500.00,No
11/26/2025,November,South,Tamil Nadu,Neha,Cust348,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Distributor,92400.00,No
11/27/2025,November,South,Karnataka,Priya,Cust610,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Online,786500.00,No
11/27/2025,November,South,Karnataka,Neha,Cust818,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
11/27/2025,November,East,West Bengal,Arun,Cust171,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
11/28/2025,November,South,Karnataka,Priya,Cust768,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
11/28/2025,November,West,Maharashtra,Arun,Cust384,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Distributor,198000.00,No
11/28/2025,November,South,Tamil Nadu,Asha,Cust328,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
11/29/2025,November,South,Tamil Nadu,Vijay,Cust944,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
11/29/2025,November,East,West Bengal,Karan,Cust512,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
11/29/2025,November,North,Delhi,Priya,Cust133,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Retail,82500.00,No
11/30/2025,November,North,Delhi,Rahul,Cust896,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Distributor,59400.00,No
11/30/2025,November,East,West Bengal,Meera,Cust247,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
11/30/2025,November,North,Delhi,Vijay,Cust881,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
